Temperature,Heating_Rate,Residence_Time,Plastic_Type,Moisture_Content,Feed_Rate,Catalyst_Ratio,Gas_Yield,CO2_Emission,Risk_Level
430.1,44.6,66.2,HDPE,7.37,4.69,0.0617,49.24,101.22,Low
609.4,16.0,59.0,HDPE,14.63,3.48,0.2267,44.35,20.0,Medium
352.3,30.1,116.4,PP,5.0,19.54,0.1354,41.73,20.0,Low
687.9,6.8,72.8,PP,8.93,17.5,0.2876,55.8,20.0,Low
481.5,35.0,105.0,HDPE,1.35,17.97,0.0782,55.87,87.79,Low
394.4,19.5,25.3,PP,9.09,17.84,0.2048,36.23,20.0,Low
329.4,45.4,72.6,HDPE,1.34,11.29,0.2822,44.66,20.0,Low
367.9,45.0,105.5,LDPE,14.39,13.28,0.199,38.37,20.0,Low
507.9,19.6,74.1,PET,10.73,11.36,0.2614,41.05,20.0,Low
434.8,45.5,89.0,PP,11.82,1.97,0.2482,46.84,20.0,Low
631.6,49.8,50.9,PET,10.56,15.16,0.108,47.64,91.47,Medium
472.4,42.1,20.2,HDPE,8.85,10.6,0.18,44.13,20.0,Low
399.5,43.0,60.4,HDPE,6.75,13.31,0.0469,42.46,110.44,Low
546.9,16.2,53.4,HDPE,12.88,10.55,0.1607,47.29,20.0,Medium
582.7,31.0,105.4,PET,14.35,10.34,0.0691,45.75,170.95,Low
366.8,8.0,36.8,HDPE,7.49,4.26,0.2231,37.27,20.0,Low
367.0,9.3,116.3,PP,13.97,6.3,0.1584,34.03,20.0,Low
314.7,50.0,115.4,LDPE,8.75,4.02,0.1234,37.98,20.0,Low
594.6,19.7,37.2,LDPE,8.08,4.72,0.0806,46.06,124.52,Medium
565.5,38.7,48.3,PP,6.82,19.49,0.2996,46.44,20.0,Low
489.9,41.3,108.5,LDPE,3.14,3.91,0.0215,55.05,168.06,Low
637.7,43.6,116.3,PET,0.06,6.12,0.0131,54.47,226.75,Low
622.3,49.9,58.8,HDPE,3.62,12.22,0.0652,55.72,158.92,Low
534.1,15.9,45.3,HDPE,7.65,12.59,0.2913,47.59,20.0,Low
647.3,6.8,67.9,HDPE,5.7,3.93,0.2938,54.37,20.0,Low
382.3,23.5,85.7,PET,6.73,16.08,0.1965,36.73,20.0,Low
344.8,10.9,40.1,PET,14.71,15.92,0.264,26.58,20.0,Low
407.9,6.0,91.0,PET,5.25,5.51,0.0642,36.99,71.75,Low
322.8,21.2,15.7,PP,6.78,6.48,0.2916,32.01,20.0,Low
512.5,40.3,15.4,PET,2.0,18.82,0.0428,47.0,153.04,Medium
674.6,30.5,52.5,LDPE,0.72,16.69,0.0303,55.93,217.82,High
315.7,19.1,48.9,PP,11.63,14.26,0.0337,33.32,123.38,Low
348.8,34.4,44.7,PP,8.56,2.56,0.1719,37.06,20.0,Low
480.9,15.4,64.0,PP,11.41,8.95,0.2343,43.4,20.0,Low
673.6,5.6,45.3,PET,2.25,11.63,0.11,44.69,109.06,Medium
426.5,39.4,31.1,PP,8.58,4.56,0.2934,39.32,20.0,Low
502.9,33.1,44.0,PET,3.8,9.52,0.1303,46.34,33.24,Low
316.6,39.3,117.2,PET,3.42,12.42,0.0451,39.51,109.95,Low
359.3,6.8,55.2,PP,0.17,7.22,0.1398,42.2,20.0,Low
694.7,42.7,58.9,HDPE,1.96,15.84,0.2037,64.72,20.0,Low
686.0,32.9,73.4,HDPE,4.64,16.97,0.2497,59.45,20.0,Medium
302.0,30.4,118.2,PP,1.75,7.15,0.1376,41.39,20.0,Low
680.7,33.1,36.6,HDPE,14.79,16.93,0.1781,49.74,22.6,Medium
555.6,43.9,84.9,LDPE,4.63,2.97,0.0802,50.79,113.09,Low
647.2,31.4,88.8,LDPE,1.95,16.92,0.1938,55.13,20.0,Low
481.9,31.1,76.8,PET,2.99,3.9,0.2958,47.2,20.0,Low
506.2,49.6,19.7,HDPE,8.82,2.58,0.0147,42.6,209.72,Low
495.5,39.1,84.5,LDPE,0.96,13.19,0.266,52.5,20.0,Low
566.7,24.9,17.1,PP,12.94,9.97,0.1687,42.82,20.0,Medium
355.9,36.8,75.6,HDPE,14.42,18.25,0.0756,35.37,62.68,Low
312.0,22.5,91.4,LDPE,3.7,7.9,0.2865,42.84,20.0,Low
423.2,15.3,33.2,LDPE,6.75,6.46,0.145,38.72,20.0,Low
581.9,31.9,102.6,PP,0.33,10.51,0.0995,57.32,83.6,Low
380.7,46.8,13.3,PET,9.61,9.66,0.0544,31.73,105.06,Low
569.4,46.8,102.8,PP,6.21,7.54,0.0733,54.88,125.83,Low
688.0,20.4,60.6,PET,4.05,14.18,0.2499,55.76,20.0,Low
337.6,28.7,33.9,LDPE,3.1,15.43,0.1843,36.64,20.0,Low
569.0,14.5,24.7,PET,9.81,17.21,0.274,45.35,20.0,Medium
477.5,49.8,114.9,LDPE,6.24,19.48,0.0696,50.36,89.31,Low
647.3,49.2,18.0,LDPE,2.69,6.07,0.0363,54.83,211.08,Medium
370.9,34.2,31.9,HDPE,10.34,14.61,0.0018,37.94,176.98,Low
577.1,41.2,48.3,PET,8.48,8.49,0.1524,47.53,21.78,Medium
635.2,37.2,78.2,PET,12.88,13.86,0.2995,46.45,20.0,Low
677.8,31.7,69.9,PET,1.76,10.04,0.2085,56.56,20.0,Medium
573.3,7.4,23.8,PP,11.78,19.88,0.0925,39.41,114.09,Medium
498.9,25.5,41.9,HDPE,10.1,14.85,0.2631,43.41,20.0,Low
547.1,35.4,36.3,HDPE,1.73,19.1,0.2345,55.59,20.0,Low
647.6,35.5,33.5,HDPE,10.42,16.86,0.0046,50.99,274.02,High
528.2,21.8,55.2,PP,6.62,18.16,0.2451,43.92,20.0,Low
312.2,47.4,87.4,PET,14.17,16.47,0.0902,32.99,42.96,Low
672.4,12.5,33.9,PET,2.12,9.72,0.0449,47.15,220.84,Medium
575.8,27.5,50.3,PET,9.64,5.78,0.0679,46.95,143.61,Medium
570.6,36.1,53.0,HDPE,5.73,8.04,0.1406,50.83,31.12,Low
386.3,36.4,117.4,HDPE,14.35,1.38,0.1275,44.86,20.0,Low
563.6,34.2,115.0,LDPE,4.95,10.96,0.0867,56.47,98.2,Low
457.5,17.4,98.0,PP,14.43,10.6,0.0517,39.5,135.13,Low
560.5,12.0,36.6,PP,13.52,10.98,0.2287,42.6,20.0,Low
342.6,33.6,17.5,HDPE,4.06,19.51,0.297,37.29,20.0,Low
563.1,32.0,44.9,LDPE,12.05,18.32,0.2333,49.97,20.0,Low
699.8,13.1,39.3,PET,14.93,4.07,0.0888,47.29,180.42,High
319.3,36.7,65.7,HDPE,3.79,8.01,0.0734,40.98,30.86,Low
690.9,25.5,95.6,PP,6.55,9.06,0.0653,55.24,178.17,Medium
462.8,35.0,104.4,PP,7.8,7.85,0.041,46.07,147.71,Low
648.3,42.7,102.9,PP,4.42,16.17,0.1654,57.85,20.0,Low
613.0,12.6,49.6,PET,0.23,10.96,0.1816,53.58,20.0,Low
526.8,5.9,85.6,PP,3.3,11.87,0.2117,45.73,20.0,Low
595.4,40.1,44.4,PET,4.23,17.21,0.2041,49.5,20.0,Low
651.4,32.4,16.7,PET,6.65,16.31,0.0877,47.22,141.27,Medium
461.7,36.5,87.2,PET,2.57,3.51,0.0991,45.68,43.66,Low
430.8,42.7,11.1,HDPE,13.1,14.56,0.2045,38.95,20.0,Low
567.0,41.1,55.0,PET,10.57,9.27,0.1048,44.87,84.31,Medium
623.1,48.2,46.2,LDPE,1.28,6.6,0.0638,56.11,144.07,Low
604.9,29.1,86.3,PP,9.75,1.95,0.1123,51.96,73.76,Medium
619.1,27.0,94.3,HDPE,9.8,10.26,0.0816,55.54,105.1,Medium
474.2,23.1,43.5,PP,14.34,7.75,0.0265,31.39,188.49,Medium
627.1,11.9,99.3,PET,0.05,5.78,0.249,55.31,20.0,Low
348.1,30.8,42.3,HDPE,3.72,14.2,0.2559,37.98,20.0,Low
517.8,17.5,59.1,LDPE,13.92,15.62,0.0659,42.03,129.84,Medium
302.3,46.5,90.0,PET,13.98,5.65,0.0194,36.01,149.25,Low
429.8,31.2,86.2,PP,10.81,1.94,0.2216,40.37,20.0,Low
446.6,31.7,118.6,LDPE,11.49,17.13,0.0635,44.04,107.14,Low
458.5,21.0,34.8,PET,1.37,1.19,0.118,39.51,23.59,Low
578.2,7.3,82.9,LDPE,7.71,18.81,0.0192,49.98,194.78,Low
455.4,6.4,77.1,PET,3.47,12.92,0.0679,41.37,112.16,Low
479.5,24.1,110.7,HDPE,2.72,7.12,0.2379,56.52,20.0,Low
395.0,8.8,27.2,PET,12.15,5.68,0.2413,31.76,20.0,Low
449.3,32.3,92.7,HDPE,2.03,1.17,0.0621,50.89,91.83,Low
390.9,44.6,72.5,PET,7.03,5.47,0.1008,39.94,60.86,Low
329.3,44.7,40.2,PET,14.08,3.62,0.0403,31.95,134.87,Low
541.4,34.7,62.2,PP,2.79,12.63,0.0223,45.75,181.72,Medium
567.3,14.5,46.7,LDPE,14.67,4.16,0.2977,42.88,20.0,Medium
547.8,43.8,73.7,LDPE,14.91,11.04,0.1967,46.06,20.0,Medium
485.4,44.9,107.8,LDPE,8.33,12.21,0.1626,50.48,20.0,Low
451.9,13.8,72.6,PET,2.55,6.66,0.2296,42.29,20.0,Low
645.3,38.2,79.5,PET,4.74,1.67,0.252,52.26,20.0,Low
507.6,17.9,67.1,PET,6.37,1.71,0.242,43.58,20.0,Low
491.7,41.1,15.6,HDPE,4.64,1.5,0.005,43.48,206.94,Low
310.3,49.9,35.6,HDPE,4.21,15.04,0.056,35.67,76.85,Low
436.5,6.4,64.1,PP,14.58,7.04,0.1965,37.73,20.0,Low
452.1,45.4,44.1,PET,2.3,16.13,0.1127,44.24,34.42,Low
459.5,33.0,30.0,LDPE,11.0,9.2,0.2947,40.59,20.0,Low
532.1,48.8,65.5,LDPE,0.01,9.61,0.1996,55.32,20.0,Low
513.4,25.9,45.5,PP,8.94,10.74,0.287,42.54,20.0,Low
543.2,43.1,38.4,LDPE,13.74,14.55,0.0604,40.11,150.44,Medium
606.0,7.8,61.0,PP,4.32,6.2,0.2592,49.96,20.0,Low
625.2,20.1,24.7,PET,2.78,3.31,0.0964,46.64,103.7,Low
587.2,8.0,112.1,LDPE,9.78,11.57,0.2969,49.04,20.0,Low
682.2,48.9,105.4,PET,10.69,7.21,0.0473,55.17,237.39,Medium
307.3,41.8,87.8,HDPE,10.32,9.41,0.1549,38.96,20.0,Low
378.3,43.4,21.7,LDPE,4.79,13.29,0.2379,35.11,20.0,Low
303.0,47.2,95.3,HDPE,3.78,10.39,0.1298,43.37,20.0,Low
559.0,8.8,98.9,LDPE,14.34,12.79,0.1404,43.0,20.74,Low
659.2,22.4,94.5,PET,13.85,11.34,0.2959,50.77,20.0,Low
397.4,8.2,22.5,PP,6.86,15.06,0.1276,33.39,20.0,Low
670.8,14.5,80.8,PET,12.69,14.41,0.1812,51.24,20.0,Medium
324.1,15.3,101.8,PET,6.78,11.15,0.0164,38.78,147.33,Low
673.8,26.1,73.5,PET,6.37,13.9,0.2527,54.62,20.0,Low
440.6,17.1,81.1,LDPE,2.35,17.6,0.1945,41.92,20.0,Low
340.6,9.5,60.4,PP,6.4,9.21,0.1212,38.23,20.0,Low
494.3,12.5,68.2,HDPE,8.06,8.84,0.0049,48.57,211.91,Low
402.7,11.6,13.8,PET,0.34,15.52,0.1775,36.16,20.0,Low
413.9,48.8,80.3,LDPE,6.66,12.07,0.0038,46.33,175.53,Low
422.9,39.2,19.0,HDPE,11.72,2.35,0.0004,37.62,210.27,Low
621.2,48.5,57.9,PET,10.2,17.95,0.1848,45.63,20.0,Low
515.7,24.8,42.2,HDPE,9.53,1.58,0.0567,43.64,146.89,Low
424.5,17.5,70.0,PET,13.64,15.22,0.0576,38.5,139.63,Low
544.1,40.9,24.7,HDPE,0.27,15.42,0.196,49.14,20.0,Low
586.5,19.7,86.1,HDPE,8.36,19.11,0.0161,52.08,214.92,Low
409.0,18.5,97.5,PP,11.81,2.03,0.094,39.73,31.89,Low
465.4,15.5,28.0,PP,8.12,12.34,0.0448,37.19,163.34,Low
348.8,10.8,21.5,PET,4.86,9.13,0.1741,30.79,20.0,Low
372.5,16.5,26.0,LDPE,2.04,7.28,0.1985,37.47,20.0,Low
572.4,21.0,106.5,PP,13.31,2.72,0.2163,47.54,20.0,Low
372.6,35.3,68.1,HDPE,7.06,11.69,0.0766,39.62,53.27,Low
510.1,7.8,61.4,PP,13.17,10.1,0.0268,40.17,175.4,Low
583.6,14.5,21.7,PP,8.79,2.99,0.0236,45.24,223.83,Medium
342.8,41.4,81.5,PET,10.11,12.64,0.1278,38.12,20.0,Low
526.9,11.6,105.5,PP,12.06,15.02,0.2838,44.71,20.0,Low
402.6,20.4,101.1,PP,9.89,15.58,0.0653,38.14,87.11,Low
685.2,43.9,78.9,HDPE,5.97,18.2,0.077,59.79,155.73,Medium
493.4,12.0,18.3,PP,7.7,8.78,0.0303,41.77,165.93,Low
622.4,8.7,22.4,HDPE,12.05,19.11,0.1817,47.96,20.0,Medium
520.1,26.8,15.4,PP,5.6,17.44,0.204,44.54,20.0,Low
317.4,18.6,38.3,PP,5.82,6.63,0.1929,35.63,20.0,Low
553.3,30.4,24.9,LDPE,1.44,4.03,0.2583,49.11,20.0,Low
680.6,41.2,38.6,PP,13.72,9.27,0.1459,50.35,71.51,High
540.6,11.2,52.4,HDPE,1.37,8.64,0.0403,51.18,153.12,Low
627.7,31.1,113.7,HDPE,9.72,11.94,0.0868,56.08,125.25,Low
653.7,27.7,77.1,PET,6.2,12.08,0.1987,49.7,20.0,Medium
391.2,11.5,101.8,PET,6.08,15.25,0.1839,41.18,20.0,Low
384.8,33.1,88.1,LDPE,10.19,10.69,0.1593,42.78,20.0,Low
544.4,17.3,22.4,HDPE,1.01,2.99,0.2049,47.03,20.0,Medium
464.4,27.0,91.0,HDPE,8.91,17.31,0.1912,49.34,20.0,Low
635.9,8.7,40.3,HDPE,11.58,6.89,0.2644,52.78,20.0,Medium
660.0,25.7,80.3,LDPE,12.42,19.45,0.1758,51.66,20.0,Medium
441.4,18.8,47.5,HDPE,2.56,3.24,0.2336,44.0,20.0,Low
394.7,42.0,119.7,PET,13.46,19.21,0.0746,40.41,76.67,Low
612.2,7.6,39.0,LDPE,9.84,2.73,0.2035,44.48,20.0,Medium
409.9,23.8,40.7,PET,13.23,5.39,0.2707,32.64,20.0,Low
629.0,25.6,112.4,PET,7.28,1.89,0.1157,53.81,83.81,Low
469.5,37.6,12.7,LDPE,8.13,14.4,0.2337,37.15,20.0,Low
567.0,30.8,86.6,PP,13.79,17.16,0.2174,44.67,20.0,Low
338.2,35.0,89.8,PP,13.5,9.25,0.0179,35.97,166.05,Low
549.5,40.0,102.0,PET,6.72,18.64,0.1745,50.1,20.0,Low
480.7,43.8,117.2,PP,4.12,12.22,0.0391,51.61,140.19,Low
534.6,19.1,117.3,HDPE,5.9,12.97,0.2902,58.28,20.0,Low
367.2,29.2,17.2,LDPE,5.82,17.06,0.2434,36.17,20.0,Low
594.7,42.8,100.4,PET,4.3,6.64,0.0329,54.26,211.38,Low
645.1,49.5,81.1,HDPE,4.03,7.73,0.0365,57.91,199.62,Low
386.7,45.0,81.2,PP,12.92,18.21,0.1783,41.3,20.0,Low
338.3,21.7,24.1,HDPE,1.05,18.12,0.1035,37.96,20.0,Low
309.5,13.8,81.5,PP,10.16,19.55,0.0105,33.49,159.88,Low
556.8,27.0,118.1,PET,2.59,18.13,0.1625,52.29,20.0,Low
542.8,38.4,110.3,HDPE,5.17,3.42,0.1164,57.87,45.01,Low
518.7,27.2,58.3,LDPE,0.92,16.65,0.0303,45.38,176.2,Low
392.8,26.7,14.4,PET,4.05,8.79,0.2406,31.08,20.0,Low
456.4,42.7,49.9,HDPE,11.53,19.83,0.2745,44.26,20.0,Low
537.8,21.3,100.9,HDPE,13.28,9.97,0.227,50.52,20.0,Low
498.7,43.7,87.2,PP,3.32,11.52,0.2467,51.15,20.0,Low
695.1,23.3,60.5,PET,6.95,11.07,0.0649,54.24,198.47,Medium
354.6,19.8,16.1,PET,7.05,7.11,0.0791,31.73,57.46,Low
578.1,25.4,57.0,PET,13.1,2.43,0.0626,41.64,163.66,Medium
461.7,39.3,61.6,PET,11.44,18.02,0.2295,35.72,20.0,Low
471.3,10.7,112.1,PP,7.7,16.25,0.2844,45.7,20.0,Low
587.0,13.8,80.5,LDPE,10.06,3.65,0.2151,50.28,20.0,Medium
577.0,47.8,44.3,PET,12.71,15.76,0.2644,44.36,20.0,Medium
696.5,12.9,67.8,PP,0.14,12.89,0.1916,57.48,20.0,Low
351.4,30.5,17.3,LDPE,6.04,8.77,0.1163,35.41,20.0,Low
341.6,31.1,117.0,LDPE,13.61,5.83,0.1277,36.35,20.0,Low
589.7,27.0,49.6,PP,11.1,17.33,0.0226,46.97,207.12,Medium
531.4,34.0,62.6,PET,8.14,14.3,0.0094,47.22,223.19,Low
409.7,15.3,49.1,LDPE,7.94,11.41,0.2086,37.67,20.0,Low
331.8,29.9,85.1,PET,5.22,12.58,0.1315,35.17,20.0,Low
334.3,21.7,82.8,PET,7.81,2.73,0.1657,35.31,20.0,Low
657.7,34.8,88.7,HDPE,9.83,10.0,0.1673,52.93,20.0,Low
376.7,11.4,39.5,PET,6.28,4.68,0.0832,34.08,65.74,Low
429.3,30.7,44.7,HDPE,10.71,4.96,0.1428,42.38,20.0,Low
390.7,13.3,23.8,LDPE,12.92,13.56,0.1412,35.37,20.0,Low
442.0,17.5,82.1,PP,2.32,18.31,0.1165,44.46,20.0,Low
327.8,14.8,14.4,HDPE,6.77,8.67,0.2462,35.68,20.0,Low
507.6,13.2,75.7,PP,6.12,4.95,0.1353,43.66,20.0,Low
327.0,42.2,105.7,LDPE,10.31,13.33,0.1811,39.06,20.0,Low
620.1,17.9,108.0,PET,3.75,17.55,0.2687,50.85,20.0,Low
393.5,46.7,59.4,LDPE,9.6,15.22,0.2599,40.21,20.0,Low
516.0,48.6,60.5,PP,13.16,17.51,0.2671,44.65,20.0,Low
652.0,30.7,18.5,LDPE,6.27,11.19,0.081,50.02,143.96,Medium
560.4,11.4,83.8,PET,13.67,15.29,0.0105,40.84,228.48,Medium
513.2,21.9,100.3,LDPE,14.9,3.66,0.0783,43.98,99.06,Low
429.7,40.9,36.9,PET,1.59,7.62,0.0836,40.49,62.37,Low
433.2,21.5,56.3,HDPE,3.5,8.4,0.2728,45.27,20.0,Low
567.8,8.9,102.3,PP,14.26,10.71,0.1948,46.47,20.0,Low
697.7,30.1,106.5,PET,14.37,18.65,0.0245,52.42,270.47,Medium
564.7,43.0,36.7,PET,1.47,17.61,0.0406,49.47,162.92,Low
523.1,40.8,70.6,LDPE,0.22,3.56,0.0467,50.76,146.98,Low
592.3,12.9,31.2,HDPE,2.42,4.28,0.1891,50.43,20.0,Low
486.1,35.3,21.2,PET,14.94,7.8,0.2206,35.8,20.0,Medium
324.1,14.9,110.2,HDPE,2.7,6.52,0.2579,43.02,20.0,Low
524.9,14.8,100.3,HDPE,7.54,12.68,0.2822,50.67,20.0,Low
683.1,44.3,93.6,LDPE,12.73,18.15,0.0605,59.08,198.7,Medium
370.1,16.2,15.4,PET,0.31,19.28,0.0929,32.85,32.98,Low
576.0,16.8,102.8,LDPE,9.07,13.42,0.0721,48.98,125.07,Low
380.4,5.0,58.2,PP,4.16,16.93,0.1076,36.86,20.0,Low
514.3,44.2,47.7,PP,12.94,10.98,0.2744,43.36,20.0,Low
338.7,40.7,70.1,PET,4.25,4.96,0.1725,37.68,20.0,Low
480.1,33.2,20.0,HDPE,10.3,10.97,0.2215,43.45,20.0,Low
602.5,38.8,93.2,PET,10.11,11.55,0.147,46.72,39.04,Low
439.0,11.8,74.1,PET,3.32,15.11,0.0087,42.52,169.65,Low
566.0,25.6,30.5,PP,0.52,5.18,0.0193,49.4,193.51,Medium
618.2,20.8,30.7,PP,6.14,8.0,0.1614,45.7,20.0,Medium
670.9,9.2,30.3,HDPE,4.34,7.92,0.2156,49.26,20.0,Medium
393.9,26.9,16.3,HDPE,12.13,19.23,0.0646,33.98,91.28,Low
459.7,46.4,74.7,PET,12.01,9.43,0.2166,41.2,20.0,Low
361.0,6.8,102.4,LDPE,6.86,15.35,0.2432,44.87,20.0,Low
697.0,18.1,11.9,PET,9.1,15.27,0.1236,47.77,103.06,High
670.8,14.3,15.4,HDPE,9.06,6.05,0.2239,47.18,20.0,Medium
516.0,15.7,73.0,LDPE,12.41,11.87,0.1212,41.23,36.88,Low
636.8,45.9,100.1,PP,6.38,17.99,0.2035,57.16,20.0,Low
508.4,26.1,45.9,HDPE,4.13,10.03,0.2292,49.29,20.0,Low
549.4,26.0,48.5,HDPE,3.98,18.96,0.2976,48.82,20.0,Low
335.6,39.2,75.6,LDPE,8.04,5.07,0.1036,37.98,27.88,Low
602.1,12.0,40.2,HDPE,6.74,2.41,0.1233,48.33,38.0,Low
351.1,26.9,12.9,HDPE,6.6,17.94,0.0497,34.02,99.02,Low
630.4,24.3,90.9,HDPE,1.37,17.11,0.0612,59.37,141.81,Low
612.8,31.9,78.8,HDPE,10.78,19.86,0.208,55.33,20.0,Low
583.5,50.0,73.9,HDPE,3.21,13.91,0.2751,59.54,20.0,Low
314.5,39.6,91.6,HDPE,2.95,18.8,0.1184,45.28,20.0,Low
421.3,22.9,84.3,HDPE,6.19,16.71,0.054,44.27,124.17,Low
405.2,42.2,32.6,HDPE,3.42,17.04,0.0855,45.25,64.32,Low
444.1,12.7,48.8,PP,8.76,11.81,0.1365,39.29,20.0,Low
335.1,6.4,23.9,HDPE,5.57,8.26,0.0872,35.22,29.54,Low
674.8,14.2,24.3,PP,6.73,18.76,0.0701,47.86,178.03,High
521.5,20.3,84.4,PP,8.06,9.21,0.2208,45.94,20.0,Low
422.2,28.0,104.4,PET,3.05,11.24,0.0024,43.9,178.52,Low
458.8,32.7,115.9,PET,2.34,9.48,0.1618,53.0,20.0,Low
478.9,46.0,79.1,PP,13.21,11.73,0.2381,45.06,20.0,Low
540.2,27.9,30.3,PP,6.51,9.94,0.0799,43.15,121.06,Low
506.3,27.6,21.6,HDPE,6.18,1.91,0.181,43.95,20.0,Low
667.8,7.3,99.4,PET,0.53,17.76,0.2007,54.82,20.0,Low
498.8,6.6,73.7,LDPE,7.47,9.44,0.1965,48.09,20.0,Low
696.9,29.8,78.0,PET,8.31,12.19,0.1338,52.78,75.68,Medium
640.6,24.7,96.0,PP,8.38,3.64,0.104,55.32,95.37,Medium
383.4,42.8,87.4,PP,10.61,1.06,0.2508,40.63,20.0,Low
672.2,12.2,101.8,HDPE,2.66,5.66,0.2275,61.31,20.0,Low
346.5,6.1,16.2,HDPE,3.78,14.39,0.0964,37.41,20.0,Low
627.0,25.2,92.2,PET,12.16,2.88,0.0309,47.18,214.03,Medium
452.2,15.7,103.6,HDPE,14.21,18.27,0.0215,42.19,186.64,Low
651.2,7.2,41.5,LDPE,2.04,5.09,0.0283,54.04,206.76,Low
647.2,37.6,80.4,LDPE,7.46,4.89,0.1749,56.67,20.0,Low
622.4,10.0,44.6,HDPE,3.21,4.45,0.0155,53.74,208.45,Medium
616.0,32.4,115.4,LDPE,0.9,1.27,0.1011,59.9,50.39,Low
421.9,17.6,13.7,LDPE,4.88,15.66,0.226,38.56,20.0,Low
332.4,12.8,73.8,PET,2.16,17.63,0.0883,40.2,20.0,Low
461.2,22.1,28.3,LDPE,10.65,12.67,0.229,38.44,20.0,Low
369.4,41.1,88.3,PP,8.01,4.58,0.2236,42.91,20.0,Low
578.0,22.6,29.3,PP,2.16,6.42,0.0737,44.9,125.63,Medium
438.4,38.8,35.9,PET,0.14,10.04,0.2186,41.05,20.0,Low
690.2,10.6,64.4,HDPE,12.12,19.13,0.2243,51.39,20.0,High
556.4,39.8,110.6,PET,2.64,5.7,0.1192,55.47,43.94,Low
629.0,15.7,33.3,HDPE,9.09,14.9,0.0631,44.34,165.48,Medium
353.0,35.5,25.9,HDPE,5.05,9.35,0.1564,38.72,20.0,Low
644.8,30.5,93.5,HDPE,8.78,6.66,0.2764,51.77,20.0,Medium
669.1,46.8,65.1,HDPE,4.73,9.66,0.1919,58.27,20.0,Medium
494.8,22.4,110.3,HDPE,1.3,2.35,0.0519,52.43,119.23,Low
542.5,8.0,26.1,PET,3.34,16.18,0.2048,45.13,20.0,Low
605.9,5.9,81.1,HDPE,2.82,5.62,0.1282,55.39,46.49,Low
369.9,42.2,35.6,LDPE,6.42,14.78,0.1775,36.58,20.0,Low
501.0,28.6,27.2,LDPE,9.87,2.3,0.2202,43.39,20.0,Low
459.5,39.9,85.2,HDPE,3.96,19.15,0.1545,50.61,20.0,Low
358.5,15.5,75.3,LDPE,0.18,4.67,0.2442,41.71,20.0,Low
447.0,20.5,93.0,PP,7.78,17.77,0.2166,41.63,20.0,Low
327.3,6.4,44.0,PET,9.09,16.38,0.1845,27.92,20.0,Low
310.3,48.3,59.3,PET,14.44,19.39,0.0452,29.44,119.64,Low
354.1,35.1,54.6,HDPE,8.84,10.08,0.2508,40.5,20.0,Low
685.2,47.0,118.2,HDPE,7.07,14.82,0.2808,64.45,20.0,Low
519.8,16.9,42.1,PP,8.6,8.04,0.0411,45.05,168.05,Medium
686.3,32.5,42.4,HDPE,13.92,4.5,0.1465,53.51,56.46,Medium
473.0,35.5,49.0,LDPE,12.43,9.42,0.0777,34.88,92.35,Low
424.7,19.3,72.1,PP,4.84,4.15,0.2264,43.17,20.0,Low
502.5,43.2,37.8,LDPE,3.56,19.66,0.2165,43.86,20.0,Low
475.8,47.6,110.7,PET,3.94,2.83,0.0423,46.72,147.16,Low
342.3,44.8,39.2,LDPE,7.57,12.2,0.2631,35.64,20.0,Low
556.3,38.3,108.5,PET,11.16,12.9,0.0543,46.69,167.2,Low
386.4,17.5,21.4,LDPE,7.55,11.22,0.2392,32.45,20.0,Low
547.8,17.7,82.2,PET,1.02,13.58,0.1371,49.32,24.86,Low
560.1,48.4,109.8,HDPE,10.85,3.21,0.0985,51.86,94.03,Low
360.8,5.5,28.6,LDPE,12.09,11.55,0.0475,30.78,106.3,Low
324.5,37.2,116.5,PET,4.34,6.46,0.0503,44.82,88.73,Low
612.3,36.8,59.8,LDPE,9.96,18.86,0.1986,47.43,20.0,Low
483.9,33.0,114.0,PP,6.4,15.48,0.1651,48.68,20.0,Low
323.3,49.6,84.5,HDPE,13.34,19.48,0.0366,34.34,124.21,Low
697.9,19.0,43.2,PET,12.68,1.71,0.0338,46.48,242.81,High
323.1,20.3,30.7,PP,7.88,6.42,0.0217,33.1,135.42,Low
578.0,8.6,43.4,LDPE,10.37,4.71,0.2231,45.6,20.0,Medium
693.5,24.9,20.2,PP,13.25,1.21,0.2136,48.38,20.0,Medium
395.7,16.7,25.8,LDPE,7.44,5.6,0.0175,36.67,169.12,Low
356.9,20.5,21.5,HDPE,4.7,13.9,0.1681,43.19,20.0,Low
348.6,42.6,56.5,PP,11.3,5.39,0.0254,39.1,128.64,Low
421.3,47.1,97.5,HDPE,3.3,10.67,0.2711,50.24,20.0,Low
340.4,13.4,25.6,PET,5.83,17.87,0.2721,28.95,20.0,Low
576.9,21.8,24.3,LDPE,12.99,14.18,0.2095,41.71,20.0,Medium
324.9,46.8,80.8,LDPE,10.87,8.5,0.2779,36.45,20.0,Low
503.8,7.8,31.7,HDPE,6.06,8.08,0.2434,45.59,20.0,Low
698.7,9.2,20.7,HDPE,3.22,9.66,0.2486,52.78,20.0,Medium
625.6,12.3,28.4,PET,5.34,4.36,0.1709,45.82,20.0,Medium
546.1,31.8,111.6,PP,4.26,13.05,0.0918,54.42,75.96,Low
422.5,11.8,100.4,LDPE,2.64,7.92,0.0653,44.14,78.25,Low
549.6,48.6,48.9,LDPE,11.15,17.19,0.0982,44.27,95.82,Medium
